Start Time;End Time;Sentence;Translation;Emotion_fine;Emotion_core;Student Emotion;Corrected_emotion
00:35:44.672000;00:35:46.672000;APPLAUS;APPLAUSE;approval;happiness;happiness;happiness
00:35:46.672000;00:35:48.672000;Gaat u zitten.;Please have a seat.;politeness;neutral;neutral;neutral
00:35:48.672000;00:35:50.672000;Gaat u zitten.;Please have a seat.;calmness;neutral;neutral;neutral
00:35:51.672000;00:35:55.672000;Uitspraak in de zaak tussen Eddy en Ingrid;Judgment in the case between Eddy and Ingrid;anticipation;neutral;sadness;neutral
00:35:55.672000;00:35:58.672000;tegen Sietse en Liesbeth.;against Sietse and Liesbeth.;opposition;anger;surprise ;neutral
00:35:58.672000;00:36:02.672000;Vooropgesteld moet worden dat het eigenlijk te gek voor woorden is;First of all, it must be said that it is actually too absurd for words;disbelief;surprise;disgust;disgust
00:36:02.672000;00:36:06.672000;dat er nu weer een rechter moet komen omdat u ruzie blijft maken.;that now a judge has to come again because you keep arguing.;frustration;anger;anger ;anger
00:36:06.672000;00:36:10.672000;Nadat collega meester John Riet het toenmalige conflict;After colleague master John Riet the then conflict;recollection;neutral;anger ;neutral
00:36:10.672000;00:36:13.672000;voor eens en altijd dacht opgelost te hebben,;thought to have solved it once and for all,;relief;happiness;anger ;neutral
00:36:13.672000;00:36:16.672000;heeft u kans gezien nu met een hele lijst;have you had the opportunity now with a whole list;curiosity;neutral;neutral;neutral
00:36:16.672000;00:36:19.672000;met nieuwe problemen aan te komen zetten.;to come up with new problems.;frustration;anger;neutral;anger
00:36:19.672000;00:36:22.672000;Ik ga daar vandaag korte metten mee maken.;I'm going to put an end to that today.;determination;anger;anger ;anger
00:36:22.672000;00:36:26.672000;Ik begin met de geluidsoverlast.;I will start with the noise nuisance.;annoyance;anger;neutral;neutral
00:36:26.672000;00:36:31.672000;Na rijp beraad, Eddy, ben ik tot de conclusie gekomen;After careful consideration, Eddy, I have come to the conclusion;resolution;neutral;anger ;neutral
00:36:31.672000;00:36:35.672000;dat wat u en uw zoon daar in die garage doen;what you and your son do there in that garage;suspicion;fear;disgust;disgust
00:36:35.672000;00:36:41.672000;op het randje is van wat juridisch nog als hobbygarage mag worden gezien.;on the edge of what can still legally be considered a hobby garage.;uncertainty;fear;neutral;neutral
00:36:41.672000;00:36:46.672000;E̩n stapje verder en dan bent u juridisch bedrijfsmatig bezi;One step further and then you are legally operating as a business.;warning;fear;;disgust
00:36:47.672000;00:36:50.672000;En dat is ter plaatse streng verboden.;And that is strictly forbidden on the spot.;prohibition;anger;fear ;anger
00:36:50.672000;00:36:53.672000;Maar goed, u heeft het wat dat betreft gered.;But anyway, you made it in that regard.;relief;happiness;happiness;happiness
00:36:53.672000;00:36:59.672000;Maar dat betekent niet dat er onbeperkt herrie mag worden gemaakt.;But that does not mean that unlimited noise may be made.;concern;fear;fear;fear
00:36:59.672000;00:37:02.672000;De daardoor veroorzaakte geluidsoverlast;The noise nuisance caused by that;annoyance;disgust;neutral;disgust
00:37:02.672000;00:37:05.672000;is naar mijn oordeel structureel van aard;is in my opinion structural in nature;objectivity;neutral;fear ;neutral
00:37:05.672000;00:37:11.672000;en dermate intensief dat dit onaanvaarbaar en daarom onrechtmatig is.;and so intense that it is unacceptable and therefore unlawful.;condemnation;anger;anger ;anger
00:37:11.672000;00:37:17.672000;Ik zal daarom bepalen dat dit geklus door wie dan ook moet worden beperkt;I will therefore decide that this tinkering by anyone must be limited;determination;neutral;anger ;neutral
00:37:17.672000;00:37:21.672000;tot de periodes gelegen tussen acht en twaalf uur in de morgen;until the periods between eight and twelve o'clock in the morning;neutrality;neutral;surprise ;neutral
00:37:21.672000;00:37:24.672000;en zestien en achttien uur in de middag.;and sixteen and eighteen hours in the afternoon.;neutrality;neutral;surprise ;neutral
00:37:24.672000;00:37:30.672000;Let op, behalve op zondag, want dan mag u pas beginnen om vier uur.;Pay attention, except on Sunday, because then you may only start at four o'clock.;caution;neutral;neutral;neutral
00:37:30.672000;00:37:33.672000;De privacy.;The privacy.;concern;fear;neutral;neutral
00:04:53.679000;00:04:55.679000;We gaan door naar de camera's. Volg ik jullie.;We are moving on to the cameras. I will follow you.;readiness;neutral;neutral;neutral
00:04:55.679000;00:04:57.679000;Victor, kom achter ons aan.;Victor, come after us.;command;neutral;neutral;neutral
00:05:00.679000;00:05:02.679000;Een mooi VW-busje.;A beautiful VW van.;admiration;happiness;happiness;happiness
00:05:02.679000;00:05:06.679000;Ja, dat is een van onze hobby's natuurlijk, die busjes en het oude spul.;Yes, that's one of our hobbies of course, those vans and the old stuff.;fondness;happiness;happiness;happiness
00:05:06.679000;00:05:08.679000;Dus dat is geweldig.;So that's great.;enthusiasm;happiness;happiness;happiness
00:05:08.679000;00:05:10.679000;Deze is wel minder gezellig, Eddy.;This one is less cozy, Eddy.;disappointment;sadness;sadness;sadness
00:05:11.679000;00:05:13.679000;Het is toch mooi griezelig?;Isn't it beautifully creepy?;unease;fear;surprise;happiness
00:05:13.679000;00:05:15.679000;Daar gaan we een caravanje van maken.;We're going to make a caravan out of it.;anticipation;happiness;happiness;happiness
00:05:15.679000;00:05:17.679000;Een caravan van een oude lijkenauto?;A caravan from an old hearse?;curiosity;surprise;surprise;surprise
00:05:17.679000;00:05:19.679000;Ja. En ligt dat comfortabel?;Yes. And is that comfortable?;curiosity;neutral;neutral;neutral
00:05:19.679000;00:05:22.679000;Dat weet ik niet. Ik heb het nog niet geprobeerd.;I don't know. I haven't tried it yet.;uncertainty;neutral;neutral;neutral
00:05:22.679000;00:05:24.679000;En een mooie oude brandweerauto.;And a beautiful old fire truck.;appreciation;happiness;happiness;happiness
00:05:24.679000;00:05:28.679000;Mijn leuke brandweerauto die ik sinds anderhalf, twee maanden heb.;My nice fire truck that I have had for one and a half, two months.;fondness;happiness;happiness;happiness
00:05:28.679000;00:05:30.679000;Ik zou er uren over door kunnen praten.;I could talk about it for hours.;interest;neutral;happiness;happiness
00:05:30.679000;00:05:31.679000;Maar dat gaan we niet doen.;But we're not going to do that.;refusal;anger;neutral;neutral
00:05:31.679000;00:05:33.679000;Maar waar hangt nou dat derde oog van de buren?;But where is that third eye of the neighbors hanging?;curiosity;surprise;neutral;neutral
00:05:33.679000;00:05:36.679000;Dat hangt hier om het hoekje.;That's hanging around the corner here.;expectation;neutral;neutral;neutral
00:05:36.679000;00:05:38.679000;O, hier? Aan de schutting.;Oh, here? By the fence.;uncertainty;surprise;neutral;surprise
00:05:38.679000;00:05:42.679000;En dat is een camera, die kun je op alle soorten manieren draaien.;And that's a camera, you can rotate it in all kinds of ways.;explanation;neutral;neutral;neutral
00:05:42.679000;00:05:45.679000;En daar worden wij elke dag mee in de gaten gehouden.;And that's how we are watched every day.;unease;fear;fear;fear
00:05:45.679000;00:05:48.679000;Als je hier dus het erf op komt, dan zie je hem ook bewegen?;So if you come onto the yard here, you also see him move?;curiosity;surprise;neutral;neutral
00:05:48.679000;00:05:50.679000;Wij hebben hem wel zien bewegen, ja.;We did see him move, yes.;recollection;neutral;neutral;neutral
00:05:50.679000;00:05:54.679000;Als ik hier onkruid uithaal en ik zie dat hij recht is...;If I remove weeds here and I see that it is straight...;expectation;neutral;neutral;neutral
00:05:54.679000;00:05:57.679000;en dan is hij gedraaid naar mij, dan ben ik op camera.;and then he turned towards me, then I'm on camera.;apprehension;fear;fear;fear
00:05:57.679000;00:05:59.679000;Maar dan zijn ze er ook druk mee?;But then they are also busy with it?;curiosity;neutral;surprise;neutral
00:05:59.679000;00:06:03.679000;Ze zijn er druk mee. Ik denk dat dat een hobby is. Ik weet het niet.;They are busy with it. I think it's a hobby. I don't know.;uncertainty;neutral;neutral;neutral
00:06:03.679000;00:06:07.679000;Hij is in principe gewoon begonnen op het platte dak te filmen.;He basically just started filming on the flat roof.;nonchalance;neutral;neutral;neutral
00:06:07.679000;00:06:10.679000;O, dan stond hij gewoon open en zo...;Oh, then it was just open and all...;reminiscence;neutral;surprise;surprise
00:06:10.679000;00:06:12.679000;Ok̩. En dat deed hij dan met zijn telefoo;Okay. And he did that with his phone?;curiosity;neutral;neutral;neutral
00:06:12.679000;00:06:14.679000;Of tablet. Of met een tablet.;Or tablet. Or with a tablet.;uncertainty;neutral;neutral;neutral
00:06:14.679000;00:06:19.679000;Elke keer weer, als wij hier zijn, dan staan we weer vol in de picture.;Every time again, when we are here, we are fully in the spotlight again.;self-consciousness;surprise;fear;anger
00:06:27.679000;00:06:30.679000;Nou, de buurman staat ons bijna altijd te filmen.;Well, the neighbor is almost always filming us.;annoyance;anger;fear;neutral
00:06:30.679000;00:06:34.679000;Dan komt hij gewoon het platte dak oplopen en dan staat hij gewoon zo.;Then he just walks up onto the flat roof and then he just stands there like that.;bewilderment;surprise;disgust;neutral
00:06:35.679000;00:06:38.679000;Dan schaamt hij zich niet om ons te filmen.;Then he is not ashamed to film us.;shame;disgust;anger;neutral
00:06:59.679000;00:07:01.679000;Maar dat is best brutaal. Ja.;But that's quite bold. Yes.;boldness;surprise;anger;surprise
00:07:01.679000;00:07:05.679000;Zullen we eerst verder even kletsen op dat gezellige terrasje van jullie?;Shall we first continue chatting for a bit on that cozy terrace of yours?;warmth;happiness;happiness;happiness
00:07:05.679000;00:07:07.679000;Ja, lekker kopje koffie. Kopje koffie.;Yes, nice cup of coffee. Cup of coffee.;contentment;happiness;happiness;happiness
00:07:13.679000;00:07:16.679000;Nou, lekker met een kopje koffie. Heerlijk.;Well, nice with a cup of coffee. Lovely.;contentment;happiness;happiness;happiness
00:07:16.679000;00:07:19.679000;Als God in Friesland, zeggen we dan. Zo kun je het wel zeggen, ja.;Like God in Friesland, as we say. You could say that, yes.;contentment;happiness;happiness;happiness
00:07:19.679000;00:07:22.679000;Hoe lang wonen jullie al op dit lekkere plekje?;How long have you been living in this lovely spot?;curiosity;neutral;neutral;neutral
00:07:22.679000;00:07:25.679000;Mijn generatie woont hier al van 1948, dus mijn ouders.;My generation has lived here since 1948, so my parents.;pride;happiness;neutral;neutral
00:07:25.679000;00:07:29.679000;En die zijn in 2013 overleden en toen zijn wij hier komen wonen.;And they passed away in 2013 and then we came to live here.;remembrance;sadness;sadness;sadness
00:07:29.679000;00:07:32.679000;En hoe was dat contact met de buren in het begin?;And how was that contact with the neighbors in the beginning?;curiosity;neutral;neutral;neutral
00:07:32.679000;00:07:36.679000;Vaak bij elkaar op een koffie, vaak een biertje met elkaar drinken.;Often having coffee together, often having a beer together.;companionship;happiness;happiness;happiness
00:07:36.679000;00:07:40.679000;We hebben met verjaardag met de buurman, die heeft een gitaar, zitten zingen.;We celebrated a birthday with the neighbor, who has a guitar, and we sang together.;camaraderie;happiness;happiness;happiness
00:07:40.679000;00:07:43.679000;Echt waar? Ja, het was een hele gezellige tijd.;Really? Yes, it was a very pleasant time.;nostalgia;happiness;happiness;happiness
00:07:43.679000;00:07:45.679000;Maar waar is het dan misgegaan?;But where did it go wrong then?;confusion;sadness;neutral;surprise
00:07:45.679000;00:07:50.679000;Nou, het is misgegaan bij het punt dat de buren steeds begonnen over...;Well, it went wrong at the point when the neighbors kept bringing up...;frustration;anger;sadness;sadness
00:07:50.679000;00:07:53.679000;Ja, wij hebben recht van overpad bij jullie.;Yes, we have right of way at your place.;assertion;neutral;neutral;neutral
00:07:53.679000;00:07:56.679000;En ik wist dat dat niet zo was.;And I knew that that wasn't the case.;certainty;neutral;anger;neutral
00:07:56.679000;00:07:58.679000;En dat gestakkeld bleef steeds komen.;And that stammering kept coming.;frustration;anger;anger;anger
00:05:47.119000;00:05:48.119000;Stopcontact zit ernaast.;The power outlet is next to it.;indifference;neutral;neutral;neutral
00:05:48.239000;00:05:50.239000;Je kan zo je haar veunen.;You can blow-dry your hair like this.;instruction;neutral;neutral;neutral
00:05:52.359000;00:05:54.359000;TV is, als die uitstaat, net een spiegel.;TV is, when it's off, just like a mirror.;reflection;neutral;neutral;neutral
00:05:58.359000;00:06:00.359000;Hier heeft nog niemand op gezeten.;No one has sat on this yet.;curiosity;neutral;neutral;neutral
00:06:00.480000;00:06:02.480000;Dit is een hele nieuwe toilet.;This is a completely new toilet.;curiosity;surprise;neutral;neutral
00:06:03.799000;00:06:06.799000;We hebben niet wel een koning hier als eerste op gaan zitten.;We don't really have a king here to sit on it first.;uncertainty;neutral;neutral;neutral
00:06:06.880000;00:06:09.880000;Ja, dat gaat allemaal vandaag gebeuren.;Yes, that's all going to happen today.;expectation;neutral;neutral;neutral
00:06:10;00:06:13;Ik heb ook besloten dat als de mensen vanmiddag komen en we zitten;I have also decided that if the people come this afternoon and we are sitting;anticipation;neutral;neutral;neutral
00:06:13.119000;00:06:17.839000;bij de tafeltjes beneden, dat we dan gaartpapiertjes maken met 1 tot;at the tables downstairs, that we then make parchment papers with 1 to;planning;neutral;neutral;neutral
00:06:17.959000;00:06:20.959000;en met 8 erop en dan doen we ze in een schaaltje.;and with 8 on it and then we put them in a bowl.;routine;neutral;neutral;neutral
00:06:21.079000;00:06:26.079000;Dan gaat dat schaaltje rond en elke stel moet dan een soort loodje;Then that little dish goes around and each couple must then take a kind of slip of paper;anticipation;surprise;neutral;neutral
00:06:26.200000;00:06:28.200000;trekken en dan openmaken.;pull and then open.;instruction;neutral;neutral;neutral
00:06:28.320000;00:06:32.320000;Als er dan bijvoorbeeld staat 4, dan gaat dat stel in kamer 4.;If, for example, it says 4, then that couple goes into room 4.;explanation;neutral;neutral;neutral
00:06:32.640000;00:06:38.640000;En als dat stel zit in kamer 7, dan hebben ze pech.;And if that couple is in room 7, then they're out of luck.;resignation;sadness;neutral;sadness
00:06:38.760000;00:06:40.760000;Dan komen ze in deze kleine rotkamer.;Then they come into this tiny crappy room.;resentment;disgust;anger;disgust
00:06:40.880000;00:06:42.880000;Ik ben wel tevreden, moet ik zeggen.;I am quite satisfied, I must say.;contentment;happiness;happiness;happiness
